14.60;73.00;213.16;-14.60;14.60;146.00

14.70;73.50;216.09;-14.70;14.70;147.00

14.80;74.00;219.04;-14.80;14.80;148.00

14.90;74.50;222.01;-14.90;14.90;149.00

15.00;75.00;225.00;-15.00;15.00;150.00

15.10;75.50;228.01;-15.10;15.10;151.00

15.20;76.00;231.04;-15.20;15.20;152.00

15.30;76.50;234.09;-15.30;15.30;153.00

15.40;77.00;237.16;-15.40;15.40;154.00

15.50;77.50;240.25;-15.50;15.50;155.00

15.60;78.00;243.36;-15.60;15.60;156.00

15.70;78.50;246.49;-15.70;15.70;157.00

15.80;79.00;249.64;-15.80;15.80;158.00

15.90;79.50;252.81;-15.90;15.90;159.00

16.00;80.00;256.00;-16.00;16.00;160.00

16.10;80.50;259.21;-16.10;16.10;161.00

16.20;81.00;262.44;-16.20;16.20;162.00

16.30;81.50;265.69;-16.30;16.30;163.00

16.40;82.00;268.96;-16.40;16.40;164.00

16.50;82.50;272.25;-16.50;16.50;165.00

16.60;83.00;275.56;-16.60;16.60;166.00

16.70;83.50;278.89;-16.70;16.70;167.00

16.80;84.00;282.24;-16.80;16.80;168.00

16.90;84.50;285.61;-16.90;16.90;169.00

17.00;85.00;289.00;-17.00;17.00;170.00

17.10;85.50;292.41;-17.10;17.10;171.00

17.20;86.00;295.84;-17.20;17.20;172.00

17.30;86.50;299.29;-17.30;17.30;173.00

17.40;87.00;302.76;-17.40;17.40;174.00

17.50;87.50;306.25;-17.50;17.50;175.00
